train_loss,train_acc,val_loss,val_acc,bad_acc,good_acc
0.6800160660624255,0.5490605235099792,0.6925480849338028,0.49685534834861755,0.5974025974025974,0.4024390243902439
0.6622816050475724,0.6283924579620361,0.6897236892262345,0.5911949872970581,0.4415584415584416,0.7317073170731707
0.6494390047417802,0.6221294403076172,0.678464487288733,0.6037735939025879,0.48051948051948057,0.7195121951219512
0.6431109264399661,0.6450939178466797,0.6553809635294309,0.6477987170219421,0.48051948051948057,0.8048780487804879
0.6301512433865374,0.6409185528755188,0.6472425505800067,0.6603773832321167,0.5324675324675325,0.7804878048780488
0.6302872653545069,0.6346555352210999,0.6283729833626898,0.6603773832321167,0.5584415584415585,0.7560975609756098
0.6138322251948036,0.6617953777313232,0.6138000240865743,0.6792452931404114,0.5974025974025974,0.7560975609756098
0.6029059376746478,0.6638830900192261,0.6049845589781707,0.6792452931404114,0.6103896103896104,0.7439024390243902
0.6027979725089103,0.699373722076416,0.5888337001860516,0.6918238997459412,0.6233766233766234,0.7560975609756098
0.6007326775403511,0.6889352798461914,0.5742289708845271,0.7106918096542358,0.6363636363636364,0.7804878048780488
0.5918650923292921,0.6931106448173523,0.5684711082176592,0.7295597195625305,0.6233766233766234,0.8292682926829268
0.592457521932359,0.705636739730835,0.5578148597441379,0.7232704162597656,0.6493506493506493,0.7926829268292683
0.5686056168442728,0.7118998169898987,0.5454500564989054,0.7421383857727051,0.7272727272727273,0.7560975609756098
0.5796352063688704,0.7014613747596741,0.5459292785926435,0.7547169923782349,0.7402597402597403,0.7682926829268293
0.5680345339167839,0.7077244520187378,0.5271857557056835,0.74842768907547,0.6623376623376623,0.8292682926829268
0.564445590674255,0.7035490870475769,0.5239403731418106,0.74842768907547,0.6753246753246753,0.8170731707317074
0.5784772762674877,0.699373722076416,0.53314870783368,0.7421383857727051,0.8311688311688312,0.6585365853658536
0.5659749367291843,0.7139874696731567,0.5051024550536893,0.74842768907547,0.6753246753246753,0.8170731707317074
0.5389956377120008,0.7244259119033813,0.5063170807541542,0.7547169923782349,0.6623376623376623,0.8414634146341463
0.5502227237428653,0.7223381996154785,0.4937361774954406,0.7735849022865295,0.7402597402597403,0.8048780487804879
0.5506367670967086,0.7244259119033813,0.4854967702859603,0.7798742055892944,0.7402597402597403,0.8170731707317074
0.5379210149321029,0.7557411193847656,0.4991323670501229,0.7672955989837646,0.7272727272727273,0.8048780487804879
0.5455299644480169,0.7348642945289612,0.48888767590312837,0.7735849022865295,0.7142857142857143,0.8292682926829268
0.5431227175079457,0.7306889295578003,0.47904942133141765,0.7798742055892944,0.7402597402597403,0.8170731707317074
0.5564304819186694,0.7139874696731567,0.4726372571111475,0.7735849022865295,0.7402597402597403,0.8048780487804879
0.5498651808637169,0.7077244520187378,0.4577335953337591,0.8176100850105286,0.7922077922077921,0.8414634146341463
0.5259566194453668,0.7599164843559265,0.46000717495972254,0.8238993883132935,0.7402597402597403,0.9024390243902439
0.5127786563433286,0.7453027367591858,0.4576159307979188,0.805031418800354,0.7402597402597403,0.8658536585365854
0.5206431086352076,0.7494781017303467,0.45686241215879814,0.8113207817077637,0.7532467532467533,0.8658536585365854
0.5271870977943277,0.7390396595001221,0.4263554886452057,0.8301886916160583,0.8181818181818181,0.8414634146341463
0.5212757257056385,0.7327766418457031,0.42997625901264214,0.8238993883132935,0.7792207792207793,0.8658536585365854
0.5189215336811568,0.7327766418457031,0.4325806029937552,0.8176100850105286,0.7792207792207793,0.8536585365853658
0.49384312154355775,0.7265135645866394,0.44482927333633854,0.8238993883132935,0.7272727272727273,0.9146341463414634
0.5046341242521442,0.7494781017303467,0.4439122021760581,0.8301886916160583,0.7662337662337663,0.8902439024390244
0.49852370270109875,0.7494781017303467,0.41616300142036294,0.849056601524353,0.7922077922077921,0.9024390243902439
0.49069959771409166,0.7515657544136047,0.4143291395040428,0.8301886916160583,0.7792207792207793,0.8780487804878049
0.5126555919149475,0.7536534667015076,0.4174760107724172,0.849056601524353,0.8051948051948052,0.8902439024390244
0.47983729490905314,0.7724425792694092,0.40979061261662897,0.849056601524353,0.8181818181818181,0.8780487804878049
0.49459906603697695,0.7578288316726685,0.4110320622816026,0.8553459048271179,0.7922077922077921,0.9146341463414634
0.4885658691471952,0.7411273717880249,0.4128618446536034,0.8301886916160583,0.8051948051948052,0.8536585365853658
0.4841797158339825,0.7661795616149902,0.4137680166922275,0.849056601524353,0.8181818181818181,0.8780487804878049
0.5016218229723872,0.7494781017303467,0.4060006175401076,0.8364779949188232,0.8441558441558441,0.8292682926829268
0.4739034863379405,0.7599164843559265,0.3965579940463012,0.8616352081298828,0.8181818181818181,0.9024390243902439
0.46025644749838523,0.7891440391540527,0.40655156482690535,0.849056601524353,0.8441558441558441,0.8536585365853658
0.47136406896009825,0.7891440391540527,0.41113198890626057,0.849056601524353,0.8051948051948052,0.8902439024390244
0.4866453310890835,0.7557411193847656,0.4232658657637782,0.849056601524353,0.8571428571428572,0.8414634146341463
0.46108896311738046,0.7640918493270874,0.4243577949281009,0.849056601524353,0.8311688311688312,0.8658536585365854
0.47209990111671557,0.7557411193847656,0.4059520406917956,0.849056601524353,0.8181818181818181,0.8780487804878049
0.4806048009614606,0.7682672142982483,0.4103247331185911,0.8427672982215881,0.8051948051948052,0.8780487804878049
0.44074156320418595,0.7912317514419556,0.41275737420567926,0.8301886916160583,0.8181818181818181,0.8414634146341463
0.43557728120827727,0.7995824813842773,0.4083982186872254,0.8176100850105286,0.7402597402597403,0.8902439024390244
0.4155702902031343,0.8016701340675354,0.4159491909374981,0.8176100850105286,0.7922077922077921,0.8414634146341463
0.40854562075501444,0.7954071164131165,0.4099098980051916,0.8553459048271179,0.7922077922077921,0.9146341463414634
0.45485047862275907,0.7640918493270874,0.416932131321925,0.8364779949188232,0.8051948051948052,0.8658536585365854
0.4417710350923598,0.7828810214996338,0.41745200359596396,0.849056601524353,0.8311688311688312,0.8658536585365854
0.44309521492936166,0.7933194041252136,0.405924528743486,0.8364779949188232,0.8571428571428572,0.8170731707317074
0.4827979163486425,0.780793309211731,0.40690314563565283,0.8364779949188232,0.8571428571428572,0.8170731707317074
0.40806479531190587,0.8246346712112427,0.41467332380747646,0.849056601524353,0.8181818181818181,0.8780487804878049
0.43808348591989665,0.8016701340675354,0.4004478589543756,0.805031418800354,0.8181818181818181,0.7926829268292683
0.4495518406958072,0.7787056565284729,0.3970218319562996,0.849056601524353,0.8831168831168831,0.8170731707317074
0.4332465456024839,0.7995824813842773,0.4067646973537949,0.8364779949188232,0.8571428571428572,0.8170731707317074
0.42882458588773376,0.7954071164131165,0.4025564070955013,0.8238993883132935,0.8181818181818181,0.8292682926829268
0.45634668990814115,0.8016701340675354,0.4244938811416146,0.805031418800354,0.8181818181818181,0.7926829268292683
0.44527515828111724,0.7870563864707947,0.4009727494521711,0.8427672982215881,0.8181818181818181,0.8658536585365854
0.40795551934172564,0.8267223238945007,0.4084630477353462,0.8176100850105286,0.8441558441558441,0.7926829268292683
0.41514480798378867,0.81210857629776,0.39988962410943313,0.8427672982215881,0.8441558441558441,0.8414634146341463
0.3939229719698554,0.8246346712112427,0.4099110044398398,0.8301886916160583,0.8441558441558441,0.8170731707317074
0.39402676922792185,0.8141962289810181,0.4429222047328949,0.8427672982215881,0.7922077922077921,0.8902439024390244
0.4359034759017769,0.7933194041252136,0.43320843099423173,0.8113207817077637,0.7922077922077921,0.8292682926829268
0.43143887385445995,0.7933194041252136,0.4332252229159733,0.8176100850105286,0.8311688311688312,0.8048780487804879
0.40990757948421486,0.818371593952179,0.42741286051723193,0.8176100850105286,0.8441558441558441,0.7926829268292683
0.4003876835916635,0.8141962289810181,0.4148974024087378,0.8113207817077637,0.8051948051948052,0.8170731707317074
0.38961819716435636,0.8225469589233398,0.41719118566633023,0.805031418800354,0.8441558441558441,0.7682926829268293
0.3967549375303105,0.8267223238945007,0.4183705407868391,0.8553459048271179,0.7922077922077921,0.9146341463414634
0.40069981376661884,0.81210857629776,0.4378189204623864,0.8113207817077637,0.7922077922077921,0.8292682926829268
0.42494940546210974,0.8037578463554382,0.4144349548051942,0.8364779949188232,0.7922077922077921,0.8780487804878049
0.3949187376802799,0.8288100361824036,0.41983641543478334,0.8301886916160583,0.7532467532467533,0.9024390243902439
0.3986759330447382,0.8058454990386963,0.4327608965477853,0.805031418800354,0.7662337662337663,0.8414634146341463
0.39535654319104174,0.818371593952179,0.43423691054560104,0.7987421154975891,0.8701298701298701,0.7317073170731707
0.37324681971416596,0.8204593062400818,0.4426276243332797,0.8238993883132935,0.7792207792207793,0.8658536585365854
0.43209535605225535,0.7974947690963745,0.44048857951314196,0.849056601524353,0.8181818181818181,0.8780487804878049
0.40718563880950276,0.7954071164131165,0.42781650139100896,0.8301886916160583,0.7662337662337663,0.8902439024390244
0.40700910546834385,0.818371593952179,0.42594050836263214,0.7861635088920593,0.8051948051948052,0.7682926829268293
0.3970899991924429,0.8267223238945007,0.44316140735674203,0.805031418800354,0.7532467532467533,0.8536585365853658
0.4081041472876495,0.8037578463554382,0.4191460790311765,0.8301886916160583,0.8181818181818181,0.8414634146341463
0.40273413497620186,0.8100208640098572,0.43202860175438645,0.8301886916160583,0.8831168831168831,0.7804878048780488
0.4171568524862381,0.8079332113265991,0.4324894756453592,0.8113207817077637,0.8701298701298701,0.7560975609756098
0.385500842133743,0.8350730538368225,0.42669112689839966,0.8176100850105286,0.8311688311688312,0.8048780487804879
0.3976503927921701,0.8204593062400818,0.4218746142567329,0.805031418800354,0.8571428571428572,0.7560975609756098
0.42085524491328036,0.8162839412689209,0.42955542510410527,0.805031418800354,0.7792207792207793,0.8292682926829268
0.3849794756395583,0.8204593062400818,0.42582164985953636,0.8238993883132935,0.8051948051948052,0.8414634146341463
0.4139354084628111,0.8079332113265991,0.4348278967839367,0.805031418800354,0.8181818181818181,0.7926829268292683
0.3898597582396983,0.8267223238945007,0.43633573610077864,0.8238993883132935,0.8181818181818181,0.8292682926829268
0.3525354726578348,0.8538622260093689,0.4584669638542259,0.7798742055892944,0.8311688311688312,0.7317073170731707
0.3780860912700287,0.8246346712112427,0.47447435735906446,0.7735849022865295,0.7792207792207793,0.7682926829268293
0.3498460492410839,0.8413361310958862,0.4540852186439922,0.7987421154975891,0.7922077922077921,0.8048780487804879
0.387290933871319,0.8037578463554382,0.4307216186568422,0.8113207817077637,0.8181818181818181,0.8048780487804879
0.3897695250824747,0.8225469589233398,0.4903253457456265,0.7861635088920593,0.8571428571428572,0.7195121951219512
0.3461137647917475,0.8601252436637878,0.434018833457299,0.7735849022865295,0.7922077922077921,0.7560975609756098
0.3588070618085921,0.818371593952179,0.4696303812212914,0.7735849022865295,0.8441558441558441,0.7073170731707317
